cluster_id,cluster_name,gene,specificity,p_val_adj,avg_log2FC,pct.1,pct.2
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Lypd1,1.83837577938359,1.10895838777722e-48,0.567399931908515,0.405,0.125
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Alk,1.64520696752734,5.96055413455555e-48,0.784312149848505,0.623,0.297
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Sncg,1.85433237955802,3.31052687385295e-47,0.357725537788751,0.254,0.049
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Gm48261,1.87659302735618,2.38444728680843e-46,0.271456853013787,0.159,0.023
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Zfp536,1.39845549170551,1.47110647312432e-45,0.629054352003734,0.558,0.251
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Gad1,1.23204665356165,9.24373924192806e-45,0.5066764796721,0.569,0.234
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,4930578G10Rik,1.24190401962694,7.33407145399434e-44,0.496247361879916,0.483,0.193
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,6330411D24Rik,1.40651491923727,1.85951824010857e-42,0.586891117379581,0.556,0.232
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Sema6d,1.22605115823683,5.39248416502947e-42,0.700365244960557,0.744,0.425
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Ankfn1,1.34711781449296,5.1846243120036e-39,0.764130197710845,0.647,0.367
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Nxph1,1.47909494323145,3.13478982665105e-38,0.994916073692976,0.724,0.487
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Rgs10,1.46936497512536,7.33840515715208e-38,0.486020722541465,0.39,0.129
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Tshz3,1.27173476299754,2.92530775560165e-37,0.343166523348542,0.252,0.068
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Lancl3,1.17863867307358,3.752671059078e-36,0.32023390362754,0.265,0.072
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Pde11a,1.24944593791978,2.31749311422064e-32,0.43330953402605,0.297,0.103
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Cacng3,1.06328488326993,2.65412031095994e-32,0.441821572500292,0.438,0.182
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Nefl,1.22693113804126,5.94554489507633e-32,0.571697700491565,0.47,0.219
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Nefm,1.20383677715469,8.39626167305373e-32,0.481534710861874,0.405,0.162
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Nckap5,1.00876791100986,3.5473209860559e-31,0.576237535758423,0.716,0.409
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,1700019D03Rik,1.10922941566773,3.60591751175691e-31,0.365809700911699,0.282,0.093
K169-33,Adarb2.Onecut2.Gad2.Arx.HY1,Trpc7,1.08758062909828,3.67141009251897e-31,0.502314782083527,0.472,0.218
