cluster_id,cluster_name,gene,avg_log2FC,p_val_adj,pct.1,pct.2,pct_diff
K240-22,Lef1.HY14.HY10.HY2,Rps8,1.58439919890427,0.0000000119155355796394,0.594,0.348,0.246
K98-50,Lef1.HY14.HY10.HY2,Rpl9,1.11188770030443,0.0000000374772243889541,0.552,0.265,0.287
K169-31,Lef1.HY14.HY10.HY2,Rpl9,1.11188770030443,0.0000000374772243889541,0.552,0.265,0.287
K240-22,Lef1.HY14.HY10.HY2,Rpl9,1.11188770030443,0.0000000374772243889541,0.552,0.265,0.287
K98-50,Lef1.HY14.HY10.HY2,Hsp90aa1,1.17092987022561,0.0000000399655498596667,0.505,0.189,0.316
K169-31,Lef1.HY14.HY10.HY2,Hsp90aa1,1.17092987022561,0.0000000399655498596667,0.505,0.189,0.316
K240-22,Lef1.HY14.HY10.HY2,Hsp90aa1,1.17092987022561,0.0000000399655498596667,0.505,0.189,0.316
K98-50,Lef1.HY14.HY10.HY2,mt-Nd1,0.93929246393446,0.0000000442117469427234,0.394,0.061,0.333
K169-31,Lef1.HY14.HY10.HY2,mt-Nd1,0.93929246393446,0.0000000442117469427234,0.394,0.061,0.333
K240-22,Lef1.HY14.HY10.HY2,mt-Nd1,0.93929246393446,0.0000000442117469427234,0.394,0.061,0.333
K98-50,Lef1.HY14.HY10.HY2,Rpl21,1.29957279788461,0.0000000524612302058542,0.498,0.205,0.293
K169-31,Lef1.HY14.HY10.HY2,Rpl21,1.29957279788461,0.0000000524612302058542,0.498,0.205,0.293
K240-22,Lef1.HY14.HY10.HY2,Rpl21,1.29957279788461,0.0000000524612302058542,0.498,0.205,0.293
K98-50,Lef1.HY14.HY10.HY2,Itm2b,1.21748940716994,0.000000059084225253923,0.658,0.477,0.181
K169-31,Lef1.HY14.HY10.HY2,Itm2b,1.21748940716994,0.000000059084225253923,0.658,0.477,0.181
K240-22,Lef1.HY14.HY10.HY2,Itm2b,1.21748940716994,0.000000059084225253923,0.658,0.477,0.181
K98-50,Lef1.HY14.HY10.HY2,Cox4i1,1.36471955191686,0.0000000637662533884393,0.417,0.098,0.319
K169-31,Lef1.HY14.HY10.HY2,Cox4i1,1.36471955191686,0.0000000637662533884393,0.417,0.098,0.319
K240-22,Lef1.HY14.HY10.HY2,Cox4i1,1.36471955191686,0.0000000637662533884393,0.417,0.098,0.319
K98-50,Lef1.HY14.HY10.HY2,Tuba1a,1.15066361879436,0.0000000688809892900535,0.561,0.311,0.25
K169-31,Lef1.HY14.HY10.HY2,Tuba1a,1.15066361879436,0.0000000688809892900535,0.561,0.311,0.25
K240-22,Lef1.HY14.HY10.HY2,Tuba1a,1.15066361879436,0.0000000688809892900535,0.561,0.311,0.25
K98-50,Lef1.HY14.HY10.HY2,Rtn1,1.34381624981285,0.0000000690833232208011,0.958,0.985,-0.027
K169-31,Lef1.HY14.HY10.HY2,Rtn1,1.34381624981285,0.0000000690833232208011,0.958,0.985,-0.027
K240-22,Lef1.HY14.HY10.HY2,Rtn1,1.34381624981285,0.0000000690833232208011,0.958,0.985,-0.027
K98-50,Lef1.HY14.HY10.HY2,Ptprn2,-0.501117548752306,0.0000000696457631067764,0.948,0.985,-0.037
K169-31,Lef1.HY14.HY10.HY2,Ptprn2,-0.501117548752306,0.0000000696457631067764,0.948,0.985,-0.037
K240-22,Lef1.HY14.HY10.HY2,Ptprn2,-0.501117548752306,0.0000000696457631067764,0.948,0.985,-0.037
K98-50,Lef1.HY14.HY10.HY2,Nap1l5,0.963257604340487,0.0000000705643103673306,0.866,0.803,0.0629999999999999
K169-31,Lef1.HY14.HY10.HY2,Nap1l5,0.963257604340487,0.0000000705643103673306,0.866,0.803,0.0629999999999999
K240-22,Lef1.HY14.HY10.HY2,Nap1l5,0.963257604340487,0.0000000705643103673306,0.866,0.803,0.0629999999999999
K98-50,Lef1.HY14.HY10.HY2,Rpl37,1.38451469071236,0.000000154749353913242,0.486,0.205,0.281
K169-31,Lef1.HY14.HY10.HY2,Rpl37,1.38451469071236,0.000000154749353913242,0.486,0.205,0.281
K240-22,Lef1.HY14.HY10.HY2,Rpl37,1.38451469071236,0.000000154749353913242,0.486,0.205,0.281
K98-50,Lef1.HY14.HY10.HY2,Hsp90b1,0.951563693508478,0.000000211528882051053,0.564,0.295,0.269
K169-31,Lef1.HY14.HY10.HY2,Hsp90b1,0.951563693508478,0.000000211528882051053,0.564,0.295,0.269
K240-22,Lef1.HY14.HY10.HY2,Hsp90b1,0.951563693508478,0.000000211528882051053,0.564,0.295,0.269
K98-50,Lef1.HY14.HY10.HY2,Rps3a1,1.12716998640641,0.000000230880655585364,0.399,0.091,0.308
K169-31,Lef1.HY14.HY10.HY2,Rps3a1,1.12716998640641,0.000000230880655585364,0.399,0.091,0.308
K240-22,Lef1.HY14.HY10.HY2,Rps3a1,1.12716998640641,0.000000230880655585364,0.399,0.091,0.308
K98-50,Lef1.HY14.HY10.HY2,Rpl23,1.11790677654112,0.000000389335860997187,0.408,0.106,0.302
K169-31,Lef1.HY14.HY10.HY2,Rpl23,1.11790677654112,0.000000389335860997187,0.408,0.106,0.302
K240-22,Lef1.HY14.HY10.HY2,Rpl23,1.11790677654112,0.000000389335860997187,0.408,0.106,0.302
K98-50,Lef1.HY14.HY10.HY2,Gapdh,1.44014388892075,0.000000406126992108988,0.493,0.22,0.273
K169-31,Lef1.HY14.HY10.HY2,Gapdh,1.44014388892075,0.000000406126992108988,0.493,0.22,0.273
K240-22,Lef1.HY14.HY10.HY2,Gapdh,1.44014388892075,0.000000406126992108988,0.493,0.22,0.273
K98-50,Lef1.HY14.HY10.HY2,Rps29,1.06008931990882,0.000000407437008037644,0.514,0.227,0.287
K169-31,Lef1.HY14.HY10.HY2,Rps29,1.06008931990882,0.000000407437008037644,0.514,0.227,0.287
K240-22,Lef1.HY14.HY10.HY2,Rps29,1.06008931990882,0.000000407437008037644,0.514,0.227,0.287
K98-50,Lef1.HY14.HY10.HY2,Tm2d3,0.986740375515861,0.000000491134847212809,0.415,0.106,0.309
K169-31,Lef1.HY14.HY10.HY2,Tm2d3,0.986740375515861,0.000000491134847212809,0.415,0.106,0.309
K240-22,Lef1.HY14.HY10.HY2,Tm2d3,0.986740375515861,0.000000491134847212809,0.415,0.106,0.309
K98-50,Lef1.HY14.HY10.HY2,Rplp1,1.16852112533459,0.000000502429289739897,0.417,0.129,0.288
K169-31,Lef1.HY14.HY10.HY2,Rplp1,1.16852112533459,0.000000502429289739897,0.417,0.129,0.288
K240-22,Lef1.HY14.HY10.HY2,Rplp1,1.16852112533459,0.000000502429289739897,0.417,0.129,0.288
K98-50,Lef1.HY14.HY10.HY2,Chchd2,1.17024694992192,0.000000635458912353026,0.417,0.114,0.303
K169-31,Lef1.HY14.HY10.HY2,Chchd2,1.17024694992192,0.000000635458912353026,0.417,0.114,0.303
K240-22,Lef1.HY14.HY10.HY2,Chchd2,1.17024694992192,0.000000635458912353026,0.417,0.114,0.303
K98-50,Lef1.HY14.HY10.HY2,Elob,0.965724184559502,0.000000761318504299748,0.469,0.174,0.295
K169-31,Lef1.HY14.HY10.HY2,Elob,0.965724184559502,0.000000761318504299748,0.469,0.174,0.295
K240-22,Lef1.HY14.HY10.HY2,Elob,0.965724184559502,0.000000761318504299748,0.469,0.174,0.295
K98-50,Lef1.HY14.HY10.HY2,Lncpint,-0.666976442844892,0.00000102904346196565,0.722,0.879,-0.157
K169-31,Lef1.HY14.HY10.HY2,Lncpint,-0.666976442844892,0.00000102904346196565,0.722,0.879,-0.157
K240-22,Lef1.HY14.HY10.HY2,Lncpint,-0.666976442844892,0.00000102904346196565,0.722,0.879,-0.157
K98-50,Lef1.HY14.HY10.HY2,Tmx4,0.970170255723634,0.00000137031181075933,0.743,0.621,0.122
K169-31,Lef1.HY14.HY10.HY2,Tmx4,0.970170255723634,0.00000137031181075933,0.743,0.621,0.122
K240-22,Lef1.HY14.HY10.HY2,Tmx4,0.970170255723634,0.00000137031181075933,0.743,0.621,0.122
K98-50,Lef1.HY14.HY10.HY2,Itm2c,0.924023326472804,0.00000145959991289832,0.59,0.348,0.242
K169-31,Lef1.HY14.HY10.HY2,Itm2c,0.924023326472804,0.00000145959991289832,0.59,0.348,0.242
K240-22,Lef1.HY14.HY10.HY2,Itm2c,0.924023326472804,0.00000145959991289832,0.59,0.348,0.242
K98-50,Lef1.HY14.HY10.HY2,Rps27a,1.11035181351727,0.00000157240731092695,0.474,0.189,0.285
K169-31,Lef1.HY14.HY10.HY2,Rps27a,1.11035181351727,0.00000157240731092695,0.474,0.189,0.285
K240-22,Lef1.HY14.HY10.HY2,Rps27a,1.11035181351727,0.00000157240731092695,0.474,0.189,0.285
K98-50,Lef1.HY14.HY10.HY2,Rpl38,1.23325568036095,0.00000157646171679444,0.521,0.265,0.256
K169-31,Lef1.HY14.HY10.HY2,Rpl38,1.23325568036095,0.00000157646171679444,0.521,0.265,0.256
K240-22,Lef1.HY14.HY10.HY2,Rpl38,1.23325568036095,0.00000157646171679444,0.521,0.265,0.256
K98-50,Lef1.HY14.HY10.HY2,Ndufa11,0.779807396966631,0.00000174908323997547,0.384,0.083,0.301
K169-31,Lef1.HY14.HY10.HY2,Ndufa11,0.779807396966631,0.00000174908323997547,0.384,0.083,0.301
K240-22,Lef1.HY14.HY10.HY2,Ndufa11,0.779807396966631,0.00000174908323997547,0.384,0.083,0.301
K98-50,Lef1.HY14.HY10.HY2,Rpl35a,0.960682328995792,0.00000260680095444899,0.387,0.098,0.289
K169-31,Lef1.HY14.HY10.HY2,Rpl35a,0.960682328995792,0.00000260680095444899,0.387,0.098,0.289
K240-22,Lef1.HY14.HY10.HY2,Rpl35a,0.960682328995792,0.00000260680095444899,0.387,0.098,0.289
K98-50,Lef1.HY14.HY10.HY2,Chchd10,0.81794892127109,0.00000353614223668397,0.33,0.045,0.285
K169-31,Lef1.HY14.HY10.HY2,Chchd10,0.81794892127109,0.00000353614223668397,0.33,0.045,0.285
K240-22,Lef1.HY14.HY10.HY2,Chchd10,0.81794892127109,0.00000353614223668397,0.33,0.045,0.285
K98-50,Lef1.HY14.HY10.HY2,Rplp2,0.948193715475131,0.00000362251927689994,0.396,0.106,0.29
K169-31,Lef1.HY14.HY10.HY2,Rplp2,0.948193715475131,0.00000362251927689994,0.396,0.106,0.29
K240-22,Lef1.HY14.HY10.HY2,Rplp2,0.948193715475131,0.00000362251927689994,0.396,0.106,0.29
K98-50,Lef1.HY14.HY10.HY2,Ppia,1.30905136650492,0.00000369730010063893,0.507,0.265,0.242
K169-31,Lef1.HY14.HY10.HY2,Ppia,1.30905136650492,0.00000369730010063893,0.507,0.265,0.242
K240-22,Lef1.HY14.HY10.HY2,Ppia,1.30905136650492,0.00000369730010063893,0.507,0.265,0.242
K98-50,Lef1.HY14.HY10.HY2,Rpl41,0.792598249402679,0.00000525592302725333,0.691,0.508,0.183
K169-31,Lef1.HY14.HY10.HY2,Rpl41,0.792598249402679,0.00000525592302725333,0.691,0.508,0.183
K240-22,Lef1.HY14.HY10.HY2,Rpl41,0.792598249402679,0.00000525592302725333,0.691,0.508,0.183
K98-50,Lef1.HY14.HY10.HY2,Rpl32,0.767136490397916,0.00000614353346738516,0.34,0.053,0.287
K169-31,Lef1.HY14.HY10.HY2,Rpl32,0.767136490397916,0.00000614353346738516,0.34,0.053,0.287
K240-22,Lef1.HY14.HY10.HY2,Rpl32,0.767136490397916,0.00000614353346738516,0.34,0.053,0.287
K98-50,Lef1.HY14.HY10.HY2,Tpt1,0.807179988215771,0.00000650077423745977,0.347,0.061,0.286
K169-31,Lef1.HY14.HY10.HY2,Tpt1,0.807179988215771,0.00000650077423745977,0.347,0.061,0.286
K240-22,Lef1.HY14.HY10.HY2,Tpt1,0.807179988215771,0.00000650077423745977,0.347,0.061,0.286
K98-50,Lef1.HY14.HY10.HY2,Tuba1b,0.794112663195011,0.00000855344009258748,0.382,0.098,0.284
K169-31,Lef1.HY14.HY10.HY2,Tuba1b,0.794112663195011,0.00000855344009258748,0.382,0.098,0.284
K240-22,Lef1.HY14.HY10.HY2,Tuba1b,0.794112663195011,0.00000855344009258748,0.382,0.098,0.284
K98-50,Lef1.HY14.HY10.HY2,Arl6ip1,1.44691424868412,0.00000876509590477894,0.585,0.402,0.183
K169-31,Lef1.HY14.HY10.HY2,Arl6ip1,1.44691424868412,0.00000876509590477894,0.585,0.402,0.183
K240-22,Lef1.HY14.HY10.HY2,Arl6ip1,1.44691424868412,0.00000876509590477894,0.585,0.402,0.183
K98-50,Lef1.HY14.HY10.HY2,Clk1,0.686743481906561,0.0000100757708612856,0.762,0.568,0.194
K169-31,Lef1.HY14.HY10.HY2,Clk1,0.686743481906561,0.0000100757708612856,0.762,0.568,0.194
K240-22,Lef1.HY14.HY10.HY2,Clk1,0.686743481906561,0.0000100757708612856,0.762,0.568,0.194
K98-50,Lef1.HY14.HY10.HY2,Ahi1,0.33528238942677,0.0000107319348326303,0.998,0.992,0.00600000000000001
K169-31,Lef1.HY14.HY10.HY2,Ahi1,0.33528238942677,0.0000107319348326303,0.998,0.992,0.00600000000000001
K240-22,Lef1.HY14.HY10.HY2,Ahi1,0.33528238942677,0.0000107319348326303,0.998,0.992,0.00600000000000001
K98-50,Lef1.HY14.HY10.HY2,Cox6c,0.855407325901044,0.000012801705856734,0.363,0.083,0.28
K169-31,Lef1.HY14.HY10.HY2,Cox6c,0.855407325901044,0.000012801705856734,0.363,0.083,0.28
K240-22,Lef1.HY14.HY10.HY2,Cox6c,0.855407325901044,0.000012801705856734,0.363,0.083,0.28
K98-50,Lef1.HY14.HY10.HY2,Spcs2,0.880927096205631,0.0000142861659938613,0.502,0.242,0.26
K169-31,Lef1.HY14.HY10.HY2,Spcs2,0.880927096205631,0.0000142861659938613,0.502,0.242,0.26
K240-22,Lef1.HY14.HY10.HY2,Spcs2,0.880927096205631,0.0000142861659938613,0.502,0.242,0.26
K98-50,Lef1.HY14.HY10.HY2,Rps24,1.16212617902831,0.000017025204701035,0.448,0.182,0.266
K169-31,Lef1.HY14.HY10.HY2,Rps24,1.16212617902831,0.000017025204701035,0.448,0.182,0.266
K240-22,Lef1.HY14.HY10.HY2,Rps24,1.16212617902831,0.000017025204701035,0.448,0.182,0.266
K98-50,Lef1.HY14.HY10.HY2,Stmn1,1.18525523359212,0.000022357134895134,0.578,0.394,0.184
K169-31,Lef1.HY14.HY10.HY2,Stmn1,1.18525523359212,0.000022357134895134,0.578,0.394,0.184
K240-22,Lef1.HY14.HY10.HY2,Stmn1,1.18525523359212,0.000022357134895134,0.578,0.394,0.184
K98-50,Lef1.HY14.HY10.HY2,Atp5j,0.830806791096801,0.0000230850483576319,0.342,0.068,0.274
K169-31,Lef1.HY14.HY10.HY2,Atp5j,0.830806791096801,0.0000230850483576319,0.342,0.068,0.274
K240-22,Lef1.HY14.HY10.HY2,Atp5j,0.830806791096801,0.0000230850483576319,0.342,0.068,0.274
K98-50,Lef1.HY14.HY10.HY2,Atp6v0b,0.484553867840677,0.0000231748753013298,0.943,0.909,0.0339999999999999
K169-31,Lef1.HY14.HY10.HY2,Atp6v0b,0.484553867840677,0.0000231748753013298,0.943,0.909,0.0339999999999999
K240-22,Lef1.HY14.HY10.HY2,Atp6v0b,0.484553867840677,0.0000231748753013298,0.943,0.909,0.0339999999999999
K98-50,Lef1.HY14.HY10.HY2,Rpl19,1.01131716749609,0.0000259764322234841,0.479,0.22,0.259
K169-31,Lef1.HY14.HY10.HY2,Rpl19,1.01131716749609,0.0000259764322234841,0.479,0.22,0.259
K240-22,Lef1.HY14.HY10.HY2,Rpl19,1.01131716749609,0.0000259764322234841,0.479,0.22,0.259
K98-50,Lef1.HY14.HY10.HY2,Spcs1,1.02945883920814,0.0000292075914644555,0.389,0.121,0.268
K169-31,Lef1.HY14.HY10.HY2,Spcs1,1.02945883920814,0.0000292075914644555,0.389,0.121,0.268
K240-22,Lef1.HY14.HY10.HY2,Spcs1,1.02945883920814,0.0000292075914644555,0.389,0.121,0.268
K98-50,Lef1.HY14.HY10.HY2,Arfgap1,-0.528008044610018,0.0000387582489425608,0.295,0.598,-0.303
K169-31,Lef1.HY14.HY10.HY2,Arfgap1,-0.528008044610018,0.0000387582489425608,0.295,0.598,-0.303
K240-22,Lef1.HY14.HY10.HY2,Arfgap1,-0.528008044610018,0.0000387582489425608,0.295,0.598,-0.303
K98-50,Lef1.HY14.HY10.HY2,Selenow,0.847355626105545,0.0000435441938700652,0.575,0.333,0.242
K169-31,Lef1.HY14.HY10.HY2,Selenow,0.847355626105545,0.0000435441938700652,0.575,0.333,0.242
K240-22,Lef1.HY14.HY10.HY2,Selenow,0.847355626105545,0.0000435441938700652,0.575,0.333,0.242
K98-50,Lef1.HY14.HY10.HY2,Nenf,1.04928190840949,0.0000506352751860561,0.448,0.197,0.251
K169-31,Lef1.HY14.HY10.HY2,Nenf,1.04928190840949,0.0000506352751860561,0.448,0.197,0.251
K240-22,Lef1.HY14.HY10.HY2,Nenf,1.04928190840949,0.0000506352751860561,0.448,0.197,0.251
K98-50,Lef1.HY14.HY10.HY2,Ndufb8,0.810918793473411,0.0000525701319155135,0.349,0.083,0.266
K169-31,Lef1.HY14.HY10.HY2,Ndufb8,0.810918793473411,0.0000525701319155135,0.349,0.083,0.266
K240-22,Lef1.HY14.HY10.HY2,Ndufb8,0.810918793473411,0.0000525701319155135,0.349,0.083,0.266
K98-50,Lef1.HY14.HY10.HY2,Cd200,0.750927729190149,0.0000545512219856313,0.425,0.159,0.266
K169-31,Lef1.HY14.HY10.HY2,Cd200,0.750927729190149,0.0000545512219856313,0.425,0.159,0.266
K240-22,Lef1.HY14.HY10.HY2,Cd200,0.750927729190149,0.0000545512219856313,0.425,0.159,0.266
K98-50,Lef1.HY14.HY10.HY2,Pgrmc1,0.899077048504526,0.0000608879718122288,0.521,0.303,0.218
K169-31,Lef1.HY14.HY10.HY2,Pgrmc1,0.899077048504526,0.0000608879718122288,0.521,0.303,0.218
K240-22,Lef1.HY14.HY10.HY2,Pgrmc1,0.899077048504526,0.0000608879718122288,0.521,0.303,0.218
K98-50,Lef1.HY14.HY10.HY2,Hspa5,0.84341502789271,0.0000639377946136675,0.488,0.242,0.246
K169-31,Lef1.HY14.HY10.HY2,Hspa5,0.84341502789271,0.0000639377946136675,0.488,0.242,0.246
K240-22,Lef1.HY14.HY10.HY2,Hspa5,0.84341502789271,0.0000639377946136675,0.488,0.242,0.246
K98-50,Lef1.HY14.HY10.HY2,Rps11,0.902662024994349,0.000074872754800857,0.413,0.167,0.246
K169-31,Lef1.HY14.HY10.HY2,Rps11,0.902662024994349,0.000074872754800857,0.413,0.167,0.246
K240-22,Lef1.HY14.HY10.HY2,Rps11,0.902662024994349,0.000074872754800857,0.413,0.167,0.246
K98-50,Lef1.HY14.HY10.HY2,Tmsb4x,0.811955572072551,0.0000777071983413051,0.38,0.106,0.274
K169-31,Lef1.HY14.HY10.HY2,Tmsb4x,0.811955572072551,0.0000777071983413051,0.38,0.106,0.274
K240-22,Lef1.HY14.HY10.HY2,Tmsb4x,0.811955572072551,0.0000777071983413051,0.38,0.106,0.274
K98-50,Lef1.HY14.HY10.HY2,Bex2,0.931149993920517,0.0000807059523112188,0.62,0.439,0.181
K169-31,Lef1.HY14.HY10.HY2,Bex2,0.931149993920517,0.0000807059523112188,0.62,0.439,0.181
K240-22,Lef1.HY14.HY10.HY2,Bex2,0.931149993920517,0.0000807059523112188,0.62,0.439,0.181
K98-50,Lef1.HY14.HY10.HY2,Slc25a3,0.729893824402773,0.0000810751997104313,0.559,0.311,0.248
K169-31,Lef1.HY14.HY10.HY2,Slc25a3,0.729893824402773,0.0000810751997104313,0.559,0.311,0.248
K240-22,Lef1.HY14.HY10.HY2,Slc25a3,0.729893824402773,0.0000810751997104313,0.559,0.311,0.248
K98-50,Lef1.HY14.HY10.HY2,Avp,0.703609876242495,0.0000859335713491753,0.396,0.129,0.267
K169-31,Lef1.HY14.HY10.HY2,Avp,0.703609876242495,0.0000859335713491753,0.396,0.129,0.267
K240-22,Lef1.HY14.HY10.HY2,Avp,0.703609876242495,0.0000859335713491753,0.396,0.129,0.267
K98-50,Lef1.HY14.HY10.HY2,Tmsb10,0.978831444036013,0.0000878071107569593,0.54,0.326,0.214
K169-31,Lef1.HY14.HY10.HY2,Tmsb10,0.978831444036013,0.0000878071107569593,0.54,0.326,0.214
K240-22,Lef1.HY14.HY10.HY2,Tmsb10,0.978831444036013,0.0000878071107569593,0.54,0.326,0.214
K98-50,Lef1.HY14.HY10.HY2,Rpl36,0.766815821163194,0.000104154827228849,0.476,0.227,0.249
K169-31,Lef1.HY14.HY10.HY2,Rpl36,0.766815821163194,0.000104154827228849,0.476,0.227,0.249
K240-22,Lef1.HY14.HY10.HY2,Rpl36,0.766815821163194,0.000104154827228849,0.476,0.227,0.249
K98-50,Lef1.HY14.HY10.HY2,Rps15a,0.68590326863064,0.000105767435328197,0.349,0.083,0.266
K169-31,Lef1.HY14.HY10.HY2,Rps15a,0.68590326863064,0.000105767435328197,0.349,0.083,0.266
K240-22,Lef1.HY14.HY10.HY2,Rps15a,0.68590326863064,0.000105767435328197,0.349,0.083,0.266
K98-50,Lef1.HY14.HY10.HY2,Ndufa4,0.929765964438099,0.00011649740011191,0.358,0.106,0.252
K169-31,Lef1.HY14.HY10.HY2,Ndufa4,0.929765964438099,0.00011649740011191,0.358,0.106,0.252
K240-22,Lef1.HY14.HY10.HY2,Ndufa4,0.929765964438099,0.00011649740011191,0.358,0.106,0.252
K98-50,Lef1.HY14.HY10.HY2,mt-Nd4,0.658911255988745,0.000116556724451479,0.361,0.091,0.27
K169-31,Lef1.HY14.HY10.HY2,mt-Nd4,0.658911255988745,0.000116556724451479,0.361,0.091,0.27
K240-22,Lef1.HY14.HY10.HY2,mt-Nd4,0.658911255988745,0.000116556724451479,0.361,0.091,0.27
K98-50,Lef1.HY14.HY10.HY2,Rpl26,0.711482736858479,0.000117187662732168,0.356,0.083,0.273
K169-31,Lef1.HY14.HY10.HY2,Rpl26,0.711482736858479,0.000117187662732168,0.356,0.083,0.273
K240-22,Lef1.HY14.HY10.HY2,Rpl26,0.711482736858479,0.000117187662732168,0.356,0.083,0.273
K98-50,Lef1.HY14.HY10.HY2,Camta1,-0.482373501480914,0.00011720188772266,0.854,0.962,-0.108
K169-31,Lef1.HY14.HY10.HY2,Camta1,-0.482373501480914,0.00011720188772266,0.854,0.962,-0.108
K240-22,Lef1.HY14.HY10.HY2,Camta1,-0.482373501480914,0.00011720188772266,0.854,0.962,-0.108
K98-50,Lef1.HY14.HY10.HY2,Cdh22,-0.500581177272364,0.000141410238842076,0.276,0.561,-0.285
K169-31,Lef1.HY14.HY10.HY2,Cdh22,-0.500581177272364,0.000141410238842076,0.276,0.561,-0.285
K240-22,Lef1.HY14.HY10.HY2,Cdh22,-0.500581177272364,0.000141410238842076,0.276,0.561,-0.285
K98-50,Lef1.HY14.HY10.HY2,Eef1b2,0.745747086561554,0.000150392067097615,0.373,0.106,0.267
K169-31,Lef1.HY14.HY10.HY2,Eef1b2,0.745747086561554,0.000150392067097615,0.373,0.106,0.267
K240-22,Lef1.HY14.HY10.HY2,Eef1b2,0.745747086561554,0.000150392067097615,0.373,0.106,0.267
K98-50,Lef1.HY14.HY10.HY2,Rps21,0.903557555423254,0.000154538513952697,0.561,0.364,0.197
K169-31,Lef1.HY14.HY10.HY2,Rps21,0.903557555423254,0.000154538513952697,0.561,0.364,0.197
K240-22,Lef1.HY14.HY10.HY2,Rps21,0.903557555423254,0.000154538513952697,0.561,0.364,0.197
K98-50,Lef1.HY14.HY10.HY2,Cmip,-0.561814133579089,0.000155803471188287,0.649,0.856,-0.207
K169-31,Lef1.HY14.HY10.HY2,Cmip,-0.561814133579089,0.000155803471188287,0.649,0.856,-0.207
K240-22,Lef1.HY14.HY10.HY2,Cmip,-0.561814133579089,0.000155803471188287,0.649,0.856,-0.207
K98-50,Lef1.HY14.HY10.HY2,Cox7c,0.660543319577557,0.000157851278148814,0.616,0.417,0.199
K169-31,Lef1.HY14.HY10.HY2,Cox7c,0.660543319577557,0.000157851278148814,0.616,0.417,0.199
K240-22,Lef1.HY14.HY10.HY2,Cox7c,0.660543319577557,0.000157851278148814,0.616,0.417,0.199
K98-50,Lef1.HY14.HY10.HY2,Ywhag,-0.599737719833559,0.000164301648712112,0.483,0.727,-0.244
K169-31,Lef1.HY14.HY10.HY2,Ywhag,-0.599737719833559,0.000164301648712112,0.483,0.727,-0.244
K240-22,Lef1.HY14.HY10.HY2,Ywhag,-0.599737719833559,0.000164301648712112,0.483,0.727,-0.244
K98-50,Lef1.HY14.HY10.HY2,Fxyd6,0.947386930070368,0.000186042098082447,0.5,0.295,0.205
K169-31,Lef1.HY14.HY10.HY2,Fxyd6,0.947386930070368,0.000186042098082447,0.5,0.295,0.205
K240-22,Lef1.HY14.HY10.HY2,Fxyd6,0.947386930070368,0.000186042098082447,0.5,0.295,0.205
K98-50,Lef1.HY14.HY10.HY2,Rps27,0.703143448046207,0.000196070359019694,0.42,0.152,0.268
K169-31,Lef1.HY14.HY10.HY2,Rps27,0.703143448046207,0.000196070359019694,0.42,0.152,0.268
K240-22,Lef1.HY14.HY10.HY2,Rps27,0.703143448046207,0.000196070359019694,0.42,0.152,0.268
K98-50,Lef1.HY14.HY10.HY2,Ctsl,0.677552642349154,0.000203891228837141,0.465,0.189,0.276
K169-31,Lef1.HY14.HY10.HY2,Ctsl,0.677552642349154,0.000203891228837141,0.465,0.189,0.276
K240-22,Lef1.HY14.HY10.HY2,Ctsl,0.677552642349154,0.000203891228837141,0.465,0.189,0.276
K98-50,Lef1.HY14.HY10.HY2,6330403K07Rik,0.636071168771219,0.000222105357411973,0.847,0.765,0.082
K169-31,Lef1.HY14.HY10.HY2,6330403K07Rik,0.636071168771219,0.000222105357411973,0.847,0.765,0.082
K240-22,Lef1.HY14.HY10.HY2,6330403K07Rik,0.636071168771219,0.000222105357411973,0.847,0.765,0.082
K98-50,Lef1.HY14.HY10.HY2,Rps4x,0.771898176433136,0.00022530209189387,0.337,0.083,0.254
K169-31,Lef1.HY14.HY10.HY2,Rps4x,0.771898176433136,0.00022530209189387,0.337,0.083,0.254
K240-22,Lef1.HY14.HY10.HY2,Rps4x,0.771898176433136,0.00022530209189387,0.337,0.083,0.254
K98-50,Lef1.HY14.HY10.HY2,Ndufc2,0.88309973381203,0.000263417887326616,0.375,0.121,0.254
K169-31,Lef1.HY14.HY10.HY2,Ndufc2,0.88309973381203,0.000263417887326616,0.375,0.121,0.254
K240-22,Lef1.HY14.HY10.HY2,Ndufc2,0.88309973381203,0.000263417887326616,0.375,0.121,0.254
K98-50,Lef1.HY14.HY10.HY2,Pmch,0.767685020093836,0.000270203442657048,0.281,0.038,0.243
K169-31,Lef1.HY14.HY10.HY2,Pmch,0.767685020093836,0.000270203442657048,0.281,0.038,0.243
K240-22,Lef1.HY14.HY10.HY2,Pmch,0.767685020093836,0.000270203442657048,0.281,0.038,0.243
K98-50,Lef1.HY14.HY10.HY2,Atp5g1,0.726928605919246,0.000332728688565533,0.403,0.144,0.259
K169-31,Lef1.HY14.HY10.HY2,Atp5g1,0.726928605919246,0.000332728688565533,0.403,0.144,0.259
K240-22,Lef1.HY14.HY10.HY2,Atp5g1,0.726928605919246,0.000332728688565533,0.403,0.144,0.259
K98-50,Lef1.HY14.HY10.HY2,Zmiz1,-0.46686250034226,0.000360364824937156,0.193,0.447,-0.254
K169-31,Lef1.HY14.HY10.HY2,Zmiz1,-0.46686250034226,0.000360364824937156,0.193,0.447,-0.254
K240-22,Lef1.HY14.HY10.HY2,Zmiz1,-0.46686250034226,0.000360364824937156,0.193,0.447,-0.254
