gene	Identity	comparison	adj_pval	p_val	pct.1	pct.2	avg_log2FC	p_val_adjusted	pvalue_for_calc
Fbxo33	SgcAlk.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.224539322503401	0.213	0.298	-0.0538536471742078	1	1
1700016P03Rik	SgcAlk.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.372513720399303	0.183	0.228	-0.21822452451653	1	1
Noct	SgcAlk.Epha6.Fezf1.HY2	adlib_vs_fast	1	0.826368349981981	0.173	0.158	0.0238023764415735	1	1
Junb	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.0281332886046238	0.24	0.079	0.61761893086294	1	1
Gem	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.0313462600080191	0.125	0.289	-0.542605077118555	1	1
Homer1	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.0682224302706099	0.115	0.237	-0.708354075284043	1	1
Sik1	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.214097477100216	0.323	0.421	-0.584482068255844	1	1
Btg2	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.224972357636773	0.083	0.158	-0.146870521323125	1	1
Nr4a3	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.25316508356768	0.125	0.211	-0.106971212129677	1	1
Fbxo33	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.603499572774686	0.198	0.158	0.146981050154392	1	1
Fos	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.614436080942983	0.188	0.237	0.115167198181081	1	1
Fosl2	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.753572353844785	0.083	0.105	0.0807561209789761	1	1
1700016P03Rik	Dkk2.Nms.Six6.HY1	adlib_vs_fast	1	0.806290660953034	0.469	0.5	0.0293628075766037	1	1
Fbxo33	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.000944859145962192	0.101	0.348	-0.334134649015778	0.760611612499565	0.760611612499565
Gem	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.00222761766793129	0.273	0.522	-0.57128059899263	1	1
Btg2	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.215431901202973	0.111	0.043	0.078776321764875	1	1
Sik1	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.308717703802619	0.061	0.109	-0.0820778899557769	1	1
Noct	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.397058577222545	0.152	0.109	0.206128105578018	1	1
Homer1	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.540731131589394	0.202	0.261	-0.0360279771611702	1	1
1700016P03Rik	Slc6a3.Fam159b.Satb2.HY1	adlib_vs_fast	1	0.591631882309613	0.182	0.217	-0.0695041539068145	1	1
Homer1	Prdm13.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.000831580428943952	0.223	0.397	-0.277526274966966	0.670253825728825	0.670253825728825
Fbxo33	Prdm13.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.00242692122096919	0.164	0.293	-0.270722738595922	1	1
Gem	Prdm13.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.0357148337055922	0.051	0.112	-0.481711561661033	1	1
1700016P03Rik	Prdm13.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.345935012232414	0.193	0.241	-0.233191945686113	1	1
Noct	Prdm13.Slc17a8.Ifi27l2a.Fezf1.HY2	adlib_vs_fast	1	0.924057211357835	0.099	0.103	0.0631739856500507	1	1
Fbxo33	Gpr149.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0072855464305711	0.237	0.323	-0.0928308662099037	1	1
Noct	Gpr149.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0657662385385422	0.185	0.242	-0.0402396607082464	1	1
Homer1	Gpr149.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.506941325353466	0.307	0.339	-0.0103388601798552	1	1
Junb	Gpr149.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.746337957337833	0.13	0.121	0.0309674970042247	1	1
1700016P03Rik	Gpr149.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.995380075292797	0.186	0.19	0.0359030593668326	1	1
Homer1	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.0903181281577882	0.275	0.111	0.298382730163705	1	1
Sik1	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.17670571967689	0.075	0.148	-0.203049037914529	1	1
Btg2	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.217206540203055	0.05	0.111	-0.0898252213346452	1	1
Fbxo33	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.309848501896483	0.267	0.333	-0.265168769408516	1	1
Fos	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.317054643627399	0.1	0.037	0.108574737002132	1	1
Junb	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.563053747333376	0.117	0.074	0.183884600730647	1	1
1700016P03Rik	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.65411986047005	0.15	0.111	0.0887951364883237	1	1
Noct	Cplx1.Gad2.Arx.HY1	adlib_vs_fast	1	0.742598749196236	0.242	0.185	-0.0401928457604919	1	1
Gem	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.12989445866873	0.265	0.667	-1.6395308705586	1	1
Sik1	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.159717248084125	0.471	0.667	-0.907303520354697	1	1
Homer1	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.33668322730037	0.265	0	0.489392799204421	1	1
Junb	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.373804238482913	0.118	0.333	0.167110674668717	1	1
Nr4a3	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.410237575894228	0.147	0.333	-0.365206767970197	1	1
Fosl2	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.426176111640736	0.118	0.333	-0.319213866901338	1	1
Nr4a1	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.461247647334744	0.176	0	0.355505901510389	1	1
Btg2	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.570282556623394	0.118	0	0.43517424696225	1	1
Fbxo33	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.593628837536783	0.265	0.333	-0.907007046389032	1	1
1700016P03Rik	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.628741633005086	0.647	0.667	-0.698286710292021	1	1
Fos	C1ql3.Prokr2.Six6.HY1	adlib_vs_fast	1	0.808391601268799	0.441	0.667	0.0586395939503592	1	1
Fbxo33	Otp.Ebf1.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.00453997535153471	0.241	0.41	-0.394473117735215	1	1
1700016P03Rik	Otp.Ebf1.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.183674077991791	0.169	0.077	0.0895106231919542	1	1
Homer1	Otp.Ebf1.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.184186406873397	0.249	0.154	0.207495731224444	1	1
Noct	Otp.Ebf1.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.426727007047769	0.188	0.128	0.0668438418018449	1	1
Nr4a1	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	0.120355807878479	2.17252672211555e-06	0.16	0.571	-0.682246586741568	0.00183144002674341	0.00183144002674341
1700016P03Rik	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.00231549214850413	0.075	0.286	-0.283326002780024	1	1
Btg2	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.027113816057733	0.094	0.25	-0.255082995965187	1	1
Homer1	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.311993606600155	0.321	0.214	0.173929008168422	1	1
Fos	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.493021081865239	0.094	0.143	-0.0288869423868763	1	1
Noct	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.602460085371973	0.142	0.179	-0.0121555436483838	1	1
Fbxo33	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.605740924092028	0.292	0.25	0.0519781878083618	1	1
Junb	Myo1a.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.769259348680675	0.198	0.179	0.124070134674084	1	1
1700016P03Rik	Tac2.Arx.Six6.HY1	adlib_vs_fast	1	0.474079083601256	0.096	0.143	-0.148989529383571	1	1
Homer1	Tac2.Arx.Six6.HY1	adlib_vs_fast	1	0.600879863953283	0.234	0.286	-0.0798359871885286	1	1
Junb	Tac2.Arx.Six6.HY1	adlib_vs_fast	1	0.686216366851319	0.114	0.143	0.0408127797007688	1	1
Noct	Tac2.Arx.Six6.HY1	adlib_vs_fast	1	0.737859009817262	0.168	0.19	-0.069510094273916	1	1
Fbxo33	Tac2.Arx.Six6.HY1	adlib_vs_fast	1	0.905220774957109	0.186	0.19	-0.0219841928544466	1	1
Fbxo33	Nfib.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.00641642093601928	0.2	0.362	-0.416704837132529	1	1
Sik1	Nfib.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.0311858462525496	0.074	0.17	-0.259242744190559	1	1
1700016P03Rik	Nfib.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.0748962744835404	0.095	0.191	-0.224581212477204	1	1
Noct	Nfib.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.387526357295333	0.132	0.085	0.10533038185066	1	1
Homer1	Nfib.Nfix.Gad2.Arx.HY1	adlib_vs_fast	1	0.987533561661214	0.189	0.191	-0.0355711478398463	1	1
Fbxo33	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.0052091687016237	0.138	0.272	-0.260341591533624	1	1
Nfkbiz	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.0243521095090886	0.152	0.261	-0.263790665706122	1	1
Nr4a1	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.0785801153039981	0.147	0.239	-0.10723032380108	1	1
Homer1	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.148645507149903	0.228	0.315	-0.102694161941686	1	1
1700016P03Rik	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.487916002277969	0.17	0.217	-0.025882256009871	1	1
Btg2	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.503158282562642	0.08	0.109	-0.0069010892625887	1	1
Junb	Ttn.Sall3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.690749438595571	0.094	0.109	-0.00896436303469997	1	1
1700016P03Rik	Prkd1.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.184056473660337	0.191	0.133	0.116112881052049	1	1
Noct	Prkd1.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.232606347416739	0.178	0.122	0.0837211627474877	1	1
Junb	Prkd1.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.258768278522406	0.076	0.112	-0.0250439789047955	1	1
Fbxo33	Prkd1.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.400358265760203	0.256	0.286	-0.0368961481574642	1	1
Homer1	Prkd1.Nr5a1.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.481260970866708	0.282	0.235	0.0553835651953117	1	1
Fbxo33	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.0225949075291567	0.196	0.341	-0.187832737337244	1	1
Homer1	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.044030340679568	0.38	0.275	0.338666761238774	1	1
1700016P03Rik	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.213806955421131	0.19	0.264	-0.371830630204086	1	1
Sik1	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.226185108261437	0.089	0.143	-0.0618922060119932	1	1
Noct	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.275754859637284	0.114	0.165	-0.100220138142253	1	1
Gem	Ttr.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.849066405756062	0.177	0.198	-0.139866851042813	1	1
1700016P03Rik	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	2.04559271087947e-18	3.69247226642984e-23	0.128	0.585	-1.21458587306182	3.20137345499467e-20	3.20137345499467e-20
Fos	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	2.49717081130846e-11	4.5076099050677e-16	0.019	0.289	-0.661244202460097	3.90359017778863e-13	3.90359017778863e-13
Gem	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	1.77729985967381e-08	3.20818039977944e-13	0.06	0.331	-1.06229734913916	2.77186786540943e-10	2.77186786540943e-10
Btg2	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	4.19373514854066e-06	7.57005568429151e-11	0.045	0.268	-0.655066525580933	6.52538799985929e-08	6.52538799985929e-08
Noct	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	9.93887933074012e-06	1.79405392348962e-10	0.083	0.345	-0.508342622294635	1.54468042812456e-07	1.54468042812456e-07
Nr4a1	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	2.95908881441169e-05	5.34141196485801e-10	0.015	0.183	-0.346437207399853	4.58827287781303e-07	4.58827287781303e-07
Fbxo33	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.000615457546768786	1.11095425326953e-08	0.106	0.352	-0.37987291382374	9.52087795051986e-06	9.52087795051986e-06
Sik1	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.010332459950042	1.86509863897219e-07	0.045	0.218	-0.290599755676789	0.000158160364584841	0.000158160364584841
Homer1	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.000183988792196108	0.162	0.338	-0.278633743352377	0.151606764769593	0.151606764769593
Junb	Gm8773.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00031978384682286	0.087	0.211	-0.339800303731083	0.260943619007454	0.260943619007454
Gem	Nr5a2.Satb2.HY1	adlib_vs_fast	0.00168223869307279	3.03658674898968e-08	0.23	0.651	-1.23654172989962	2.5902084968882e-05	2.5902084968882e-05
Fbxo33	Nr5a2.Satb2.HY1	adlib_vs_fast	1	0.185627056988363	0.15	0.233	-0.156485858107829	1	1
Noct	Nr5a2.Satb2.HY1	adlib_vs_fast	1	0.264169562518718	0.08	0.14	-0.124068520909092	1	1
Homer1	Nr5a2.Satb2.HY1	adlib_vs_fast	1	0.26949976315851	0.221	0.14	0.21397652004407	1	1
1700016P03Rik	Nr5a2.Satb2.HY1	adlib_vs_fast	1	0.424200030134838	0.274	0.233	0.321316640790212	1	1
1700016P03Rik	Trh.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.020340441107255	0.071	0.15	-0.311092520446897	1	1
Noct	Trh.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.02106821588504	0.104	0.2	-0.181065568368562	1	1
Gem	Trh.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.121503154815584	0.101	0.05	0.148559303354729	1	1
Homer1	Trh.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.414781655760011	0.187	0.23	-0.108621422928663	1	1
Fbxo33	Trh.Nkx2-4.Gsx1.Hmx2.HY1	adlib_vs_fast	1	0.640419894958872	0.201	0.23	0.018405708020038	1	1
1700016P03Rik	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.0830184035895607	0.122	0.2	-0.312024381016289	1	1
Sik1	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.130702937608313	0.053	0.1	-0.220669566813573	1	1
Homer1	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.375611008788274	0.306	0.25	0.055458867020039	1	1
Noct	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.451200510177165	0.183	0.133	0.0499871659386728	1	1
Junb	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.73869392696909	0.089	0.1	-0.0195702060031029	1	1
Fbxo33	Sncg.Gad2.Arx.HY1	adlib_vs_fast	1	0.766046136737499	0.289	0.267	-0.158683038573175	1	1
Nr4a1	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.00177525390694924	0.011	0.16	-0.199555596170083	1	1
Fbxo33	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.0286116748160435	0.227	0.48	-0.239653659987031	1	1
Homer1	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.112183937519278	0.409	0.28	0.292251550948769	1	1
Junb	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.221567259509557	0.125	0.04	0.121809137321348	1	1
1700016P03Rik	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.520616038196338	0.159	0.2	-0.311937873233011	1	1
Noct	Gm13481.Gldn.Cd40.Fezf1.HY2	adlib_vs_fast	1	0.529115703626412	0.216	0.16	0.100281976249179	1	1
Noct	Nts.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.00798895476955378	0.171	0.043	0.245145853158178	1	1
Nr4a1	Nts.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.0989407774762419	0.11	0.186	-0.128612118207889	1	1
Btg2	Nts.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.274973261792141	0.132	0.171	-0.178268714453765	1	1
Homer1	Nts.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.385565816961897	0.307	0.357	-0.0819631620649016	1	1
Fbxo33	Nts.Ctxn3.Pitx2.Foxb1.HY2	adlib_vs_fast	1	0.693496445167836	0.211	0.229	-0.0217439014707346	1	1
1700016P03Rik	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.00111356574781659	0.426	0.05	0.899518696472686	0.894193295496721	0.894193295496721
Gem	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.00770068589900066	0.355	0.05	0.841139602851816	1	1
Fos	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.00967950637657778	0.265	0	0.750558899126411	1	1
Junb	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.0189600184021593	0.226	0	0.530700220838106	1	1
Homer1	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.119470743549752	0.187	0.35	-0.211261736418805	1	1
Fbxo33	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.315231504045718	0.239	0.4	0.00930287246205624	1	1
Sik1	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.348296367980851	0.116	0.05	0.150668893033927	1	1
Btg2	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.540062093971682	0.148	0.1	0.14486826037319	1	1
Noct	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.590284745234338	0.103	0.15	-0.0193725376990616	1	1
Nfkbiz	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.633829267227757	0.129	0.1	0.136010456064776	1	1
Nr4a1	Anxa2.Pomc.Tcf7l2.Tbx3.HY1	adlib_vs_fast	1	0.909461523170102	0.135	0.15	0.0352277661414187	1	1
Fos	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0660222280183588	0.107	0.03	0.206337188268347	1	1
Homer1	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.0871965246573623	0.154	0.242	-0.2171541663317	1	1
Nr4a1	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.182350783271207	0.101	0.045	0.107813526244213	1	1
Noct	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.201831899583274	0.161	0.091	0.121868211463735	1	1
1700016P03Rik	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.24858969455467	0.168	0.227	-0.164618436240284	1	1
Fbxo33	Crh.Pou3f3.Sim1.Nrn1.HY2	adlib_vs_fast	1	0.614891222855613	0.201	0.182	0.152521812671369	1	1
1700016P03Rik	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1.30910057610302e-08	2.36304008394199e-13	0.161	0.632	-1.22404129763042	2.04402967260982e-10	2.04402967260982e-10
Fos	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.0005052921509699	9.12096158721095e-09	0.019	0.265	-0.731632519232079	7.825785041827e-06	7.825785041827e-06
Gem	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.000895906364836437	1.61718869444654e-08	0.058	0.338	-1.37445945572343	1.38269633375179e-05	1.38269633375179e-05
Btg2	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.00100251687533594	1.80962991269867e-08	0.077	0.397	-0.698757079945573	1.54542394544466e-05	1.54542394544466e-05
Junb	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.076459255742976	1.38015588265088e-06	0.065	0.309	-0.616539578841384	0.00116623172083999	0.00116623172083999
Nfkbiz	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	0.117178896831013	2.11518072223349e-06	0.006	0.162	-0.33305412831622	0.00178521252956507	0.00178521252956507
Egr1	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	2.94430615979917e-05	0.006	0.132	-0.258699149350017	0.0245260703111271	0.0245260703111271
Fosl2	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.000197196837720645	0.019	0.147	-0.260367277941471	0.16209580060637	0.16209580060637
Noct	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00293205609975814	0.155	0.353	-0.300019207117241	1	1
Homer1	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00350919197276633	0.2	0.382	-0.34161569784535	1	1
Nr4a1	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00494392387085422	0.026	0.118	-0.210842357826206	1	1
Fbxo33	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.00755585763029871	0.161	0.353	-0.219029049123146	1	1
Sik1	Serpina3n.Agrp.Npy.Otp.HY1	adlib_vs_fast	1	0.01157168742411	0.065	0.176	-0.209391866906543	1	1
Noct	Ebf3.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.08709279388805	0.123	0.188	-0.173547549252334	1	1
Homer1	Ebf3.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.439504802742961	0.218	0.247	-0.111809336512387	1	1
Btg2	Ebf3.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.497811614427483	0.084	0.106	-0.0573534039363587	1	1
1700016P03Rik	Ebf3.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.704847675651664	0.188	0.2	-0.0526983353685815	1	1
Fbxo33	Ebf3.Tbr1.Nrn1.HY2	adlib_vs_fast	1	0.798452961895528	0.264	0.271	-0.0240595014110493	1	1
Fbxo33	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.0706091619928478	0.148	0.429	-0.607879911276875	1	1
Sik1	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.101793270929982	0.074	0.286	-0.622104703979439	1	1
Noct	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.188932782150596	0.222	0	0.366916190969307	1	1
Homer1	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.320555151943461	0.148	0.286	-0.289840883755985	1	1
Fos	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.386765707490441	0.111	0	0.177423211219478	1	1
Nr4a1	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.665197256418368	0.074	0.143	0.0705290795093662	1	1
1700016P03Rik	Sema3a.Crh.Lhx8.Arx.HY1	adlib_vs_fast	1	0.948902535018052	0.185	0.143	-0.65988045861297	1	1
Fos	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.0996907990630306	0.129	0	0.228550955871445	1	1
Homer1	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.23361447503629	0.298	0.158	0.197748765741298	1	1
Junb	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.471002861130659	0.105	0.053	0.117495692617572	1	1
Noct	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.713626457146785	0.177	0.211	-0.0293754013343956	1	1
Nr4a1	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.785463448223689	0.137	0.105	-0.108709032859182	1	1
1700016P03Rik	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.844740606882856	0.298	0.263	0.124318750336116	1	1
Fbxo33	Otp.Gm28928.Hmx3.Hmx2.HY1	adlib_vs_fast	1	0.90131955165129	0.282	0.263	0.0951399051547623	1	1
Sik1	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0058776699893069	0.049	0.231	-0.471691777973822	1	1
1700016P03Rik	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0391608768079878	0.21	0.423	-0.141671853332072	1	1
Fbxo33	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.0542732180839487	0.185	0.385	-0.242934523652703	1	1
Btg2	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.132373266147243	0.086	0.192	-0.220044620373979	1	1
Gem	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.143739123346573	0.111	0.231	-0.293621171656043	1	1
Fos	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.158290093047461	0.062	0.154	-0.227312816749373	1	1
Junb	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.165174913123423	0.198	0.077	0.393225794947518	1	1
Nr4a1	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.260553419996174	0.16	0.077	0.354587912438249	1	1
Noct	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.631225417857993	0.111	0.154	-0.049533978842269	1	1
Egr1	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.692430403500575	0.086	0.115	-0.00930253868307618	1	1
Homer1	Gpc3.Sst.Il1rapl2.Otp.HY1	adlib_vs_fast	1	0.932860872356199	0.37	0.346	0.220822376658064	1	1
Homer1	Igfbp4.Prokr2.Six6.HY1	adlib_vs_fast	1	0.011526306569613	0.158	0.444	-0.918502401204905	1	1
Nr4a3	Igfbp4.Prokr2.Six6.HY1	adlib_vs_fast	1	0.0407446662744234	0	0.111	-0.26805192109368	1	1
Fbxo33	Igfbp4.Prokr2.Six6.HY1	adlib_vs_fast	1	0.184797106976787	0.184	0.056	0.411519378492719	1	1
Btg2	Igfbp4.Prokr2.Six6.HY1	adlib_vs_fast	1	0.398262002414211	0.053	0.111	-1.00860760900422	1	1
